Fight Outcome,Name,Knockdowns,Strikes,Takedowns,Submission Attempts,Weight Class,Title Fight,Outcome Method,Number of Rounds
0,Antonio Arroyo,0,45,0,0,Catch Weight,0,U-DEC,3
1,Taila Santos,0,27,1,1,Women's Flyweight,0,U-DEC,3
0,Gillian Robertson,0,9,0,1,Women's Flyweight,0,U-DEC,3
1,Tafon Nchukwi,1,120,0,0,Middleweight,0,U-DEC,3
0,Jamie Pickett,0,40,1,0,Middleweight,0,U-DEC,3
1,Jimmy Flick,0,6,0,1,Flyweight,0,SUB,1
0,Cody Durden,0,21,2,0,Flyweight,0,SUB,1
1,Christos Giagos,0,31,5,0,Catch Weight,0,U-DEC,3
0,Carlton Minus,0,28,0,0,Catch Weight,0,U-DEC,3
1,Deiveson Figueiredo,0,137,2,0,Flyweight,1,M-DEC,5
0,Brandon Moreno,0,132,4,0,Flyweight,1,M-DEC,5
1,Charles Oliveira,0,41,3,3,Lightweight,0,U-DEC,3
0,Tony Ferguson,0,19,0,0,Lightweight,0,U-DEC,3
1,Mackenzie Dern,0,82,0,0,Women's Strawweight,0,U-DEC,3
0,Virna Jandiroba,0,63,1,0,Women's Strawweight,0,U-DEC,3
1,Kevin Holland,0,15,0,0,Middleweight,0,KO/TKO,1
0,Jacare Souza,0,2,2,0,Middleweight,0,KO/TKO,1
1,Ciryl Gane,1,59,0,0,Heavyweight,0,KO/TKO,2
0,Junior Dos Santos,0,10,0,0,Heavyweight,0,KO/TKO,2
1,Cub Swanson,2,46,1,0,Featherweight,0,KO/TKO,2
0,Daniel Pineda,0,21,1,1,Featherweight,0,KO/TKO,2
1,Rafael Fiziev,1,21,0,0,Lightweight,0,KO/TKO,1
0,Renato Moicano,0,15,0,0,Lightweight,0,KO/TKO,1
1,Gavin Tucker,0,106,7,0,Featherweight,0,U-DEC,3
0,Billy Quarantillo,0,84,0,0,Featherweight,0,U-DEC,3
1,Tecia Torres,0,52,1,0,Women's Strawweight,0,KO/TKO,1
0,Sam Hughes,0,20,0,0,Women's Strawweight,0,KO/TKO,1
1,Chase Hooper,0,57,0,2,Featherweight,0,SUB,3
0,Peter Barrett,0,48,0,0,Featherweight,0,SUB,3
1,Marvin Vettori,1,164,0,1,Middleweight,0,U-DEC,5
0,Jack Hermansson,0,122,2,0,Middleweight,0,U-DEC,5
1,Jamahal Hill,0,68,0,0,Light Heavyweight,0,KO/TKO,2
0,Ovince Saint Preux,0,36,0,0,Light Heavyweight,0,KO/TKO,2
1,Gabriel Benitez,1,38,0,0,Lightweight,0,KO/TKO,1
0,Justin Jaynes,0,22,0,0,Lightweight,0,KO/TKO,1
1,Roman Dolidze,0,51,3,3,Light Heavyweight,0,S-DEC,3
0,John Allan,0,29,1,0,Light Heavyweight,0,S-DEC,3
1,Jordan Leavitt,0,1,1,0,Lightweight,0,KO/TKO,1
0,Matt Wiman,0,0,0,0,Lightweight,0,KO/TKO,1
1,Louis Smolka,0,59,3,0,Bantamweight,0,KO/TKO,2
0,Jose Quinonez,0,43,2,0,Bantamweight,0,KO/TKO,2
1,Ilia Topuria,1,31,0,0,Featherweight,0,KO/TKO,1
0,Damon Jackson,0,16,0,0,Featherweight,0,KO/TKO,1
1,Jake Collier,0,123,0,0,Heavyweight,0,U-DEC,3
0,Gian Villante,0,80,0,0,Heavyweight,0,U-DEC,3
1,Anthony Smith,0,1,1,1,Light Heavyweight,0,SUB,1
0,Devin Clark,0,1,0,0,Light Heavyweight,0,SUB,1
1,Miguel Baeza,0,40,1,1,Welterweight,0,SUB,2
0,Takashi Sato,0,15,0,0,Welterweight,0,SUB,2
1,Parker Porter,0,126,2,1,Heavyweight,0,U-DEC,3
0,Josh Parisian,0,114,0,0,Heavyweight,0,U-DEC,3
1,Bill Algeo,0,70,1,0,Featherweight,0,U-DEC,3
0,Spike Carlyle,0,23,4,1,Featherweight,0,U-DEC,3
1,Norma Dumont,1,94,2,0,Women's Bantamweight,0,U-DEC,3
0,Ashlee Evans-Smith,0,42,0,0,Women's Bantamweight,0,U-DEC,3
1,Jonathan Pearce,0,51,5,1,Featherweight,0,KO/TKO,2
0,Kai Kamaka,0,47,1,1,Featherweight,0,KO/TKO,2
1,Anderson Dos Santos,0,11,1,1,Bantamweight,0,SUB,1
0,Martin Day,0,9,1,0,Bantamweight,0,SUB,1
1,Gina Mazany,1,72,7,1,Women's Flyweight,0,KO/TKO,3
0,Rachael Ostovich,0,41,0,0,Women's Flyweight,0,KO/TKO,3
1,Su Mudaerji,1,9,0,0,Flyweight,0,KO/TKO,1
0,Malcolm Gordon,0,0,0,0,Flyweight,0,KO/TKO,1
1,Nate Maness,1,33,1,1,Catch Weight,0,SUB,2
0,Luke Sanders,0,55,0,0,Catch Weight,0,SUB,2
1,Deiveson Figueiredo,0,5,0,1,Flyweight,1,SUB,1
0,Alex Perez,0,6,0,0,Flyweight,1,SUB,1
1,Valentina Shevchenko,0,62,5,0,Women's Flyweight,1,U-DEC,5
0,Jennifer Maia,0,36,1,0,Women's Flyweight,1,U-DEC,5
1,Tim Means,0,128,0,0,Welterweight,0,U-DEC,3
0,Mike Perry,0,64,1,2,Welterweight,0,U-DEC,3
1,Katlyn Chookagian,0,69,0,0,Women's Flyweight,0,U-DEC,3
0,Cynthia Calvillo,0,60,1,0,Women's Flyweight,0,U-DEC,3
1,Paul Craig,0,29,4,0,Light Heavyweight,0,KO/TKO,2
0,Mauricio Rua,0,10,0,0,Light Heavyweight,0,KO/TKO,2
1,Brandon Moreno,0,16,2,2,Flyweight,0,KO/TKO,1
0,Brandon Royval,0,17,0,0,Flyweight,0,KO/TKO,1
1,Joaquin Buckley,2,43,0,0,Middleweight,0,KO/TKO,2
0,Jordan Wright,0,18,0,0,Middleweight,0,KO/TKO,2
1,Antonina Shevchenko,0,39,1,0,Women's Flyweight,0,KO/TKO,2
0,Ariane Lipski,0,15,0,0,Women's Flyweight,0,KO/TKO,2
1,Nicolas Dalby,0,50,0,0,Welterweight,0,U-DEC,3
0,Daniel Rodriguez,0,83,0,0,Welterweight,0,U-DEC,3
1,Alan Jouban,0,168,0,2,Welterweight,0,U-DEC,3
0,Jared Gooden,0,100,1,0,Welterweight,0,U-DEC,3
1,Kyle Daukaus,0,64,2,1,Middleweight,0,U-DEC,3
0,Dustin Stoltzfus,0,32,0,0,Middleweight,0,U-DEC,3
1,Sasha Palatnikov,0,125,1,0,Welterweight,0,KO/TKO,3
0,Louis Cosce,1,99,1,0,Welterweight,0,KO/TKO,3
1,Rafael Dos Anjos,0,92,6,0,Lightweight,0,S-DEC,5
0,Paul Felder,0,98,1,0,Lightweight,0,S-DEC,5
1,Khaos Williams,1,5,0,0,Welterweight,0,KO/TKO,1
0,Abdul Razak Alhassan,0,2,0,0,Welterweight,0,KO/TKO,1
1,Ashley Yoder,0,26,2,3,Women's Strawweight,0,U-DEC,3
0,Miranda Granger,0,33,0,0,Women's Strawweight,0,U-DEC,3
1,Sean Strickland,1,94,1,0,Catch Weight,0,KO/TKO,2
0,Brendan Allen,0,51,0,0,Catch Weight,0,KO/TKO,2
1,Cory McKenna,0,57,0,0,Women's Strawweight,0,U-DEC,3
0,Kay Hansen,0,67,2,2,Women's Strawweight,0,U-DEC,3
1,Kanako Murata,0,29,4,2,Women's Strawweight,0,U-DEC,3
0,Randa Markos,0,29,0,0,Women's Strawweight,0,U-DEC,3
1,Tony Gravely,0,49,7,0,Bantamweight,0,S-DEC,3
0,Geraldo de Freitas,0,76,1,0,Bantamweight,0,S-DEC,3
1,Alex Morono,0,176,3,0,Welterweight,0,U-DEC,3
0,Rhys McKee,0,124,0,0,Welterweight,0,U-DEC,3
1,Don'Tale Mayes,0,59,1,0,Heavyweight,0,U-DEC,3
0,Roque Martinez,0,58,1,0,Heavyweight,0,U-DEC,3
1,Glover Teixeira,0,46,4,2,Light Heavyweight,0,SUB,3
0,Thiago Santos,1,40,0,0,Light Heavyweight,0,SUB,3
1,Andrei Arlovski,0,34,0,0,Heavyweight,0,U-DEC,3
0,Tanner Boser,0,68,0,0,Heavyweight,0,U-DEC,3
1,Raoni Barcelos,0,120,2,1,Bantamweight,0,U-DEC,3
0,Khalid Taha,0,49,0,0,Bantamweight,0,U-DEC,3
1,Giga Chikadze,1,8,0,0,Featherweight,0,KO/TKO,1
0,Jamey Simmons,0,2,0,0,Featherweight,0,KO/TKO,1
1,Yan Xiaonan,0,74,0,0,Women's Strawweight,0,U-DEC,3
0,Claudia Gadelha,0,36,2,0,Women's Strawweight,0,U-DEC,3
1,Trevin Giles,2,38,1,0,Middleweight,0,KO/TKO,3
0,Bevon Lewis,0,26,0,0,Middleweight,0,KO/TKO,3
1,Alexandr Romanov,0,6,2,1,Heavyweight,0,SUB,1
0,Marcos Rogerio de Lima,0,18,0,0,Heavyweight,0,SUB,1
1,Darren Elkins,0,32,7,1,Featherweight,0,SUB,3
0,Eduardo Garagorri,0,36,0,0,Featherweight,0,SUB,3
1,Max Griffin,0,74,0,0,Welterweight,0,KO/TKO,3
0,Ramiz Brahimaj,0,45,0,0,Welterweight,0,KO/TKO,3
1,Gustavo Lopez,0,26,2,1,Bantamweight,0,SUB,1
0,Anthony Birchak,0,17,0,0,Bantamweight,0,SUB,1
1,Uriah Hall,2,60,0,0,Middleweight,0,KO/TKO,4
0,Anderson Silva,0,53,0,0,Middleweight,0,KO/TKO,4
1,Bryce Mitchell,0,46,7,1,Featherweight,0,U-DEC,3
0,Andre Fili,0,27,0,0,Featherweight,0,U-DEC,3
1,Greg Hardy,1,46,1,0,Heavyweight,0,KO/TKO,2
0,Maurice Greene,0,17,0,0,Heavyweight,0,KO/TKO,2
1,Kevin Holland,0,11,2,0,Middleweight,0,SUB,1
0,Charlie Ontiveros,0,2,0,0,Middleweight,0,SUB,1
1,Thiago Moises,0,42,2,1,Lightweight,0,U-DEC,3
0,Bobby Green,0,85,2,0,Lightweight,0,U-DEC,3
1,Alexander Hernandez,1,29,0,0,Lightweight,0,KO/TKO,1
0,Chris Gruetzemacher,0,8,0,0,Lightweight,0,KO/TKO,1
1,Adrian Yanez,1,17,0,0,Bantamweight,0,KO/TKO,1
0,Victor Rodriguez,0,6,0,0,Bantamweight,0,KO/TKO,1
1,Sean Strickland,0,106,0,0,Middleweight,0,U-DEC,3
0,Jack Marshman,0,48,0,0,Middleweight,0,U-DEC,3
1,Jason Witt,0,20,2,1,Welterweight,0,SUB,2
0,Cole Williams,0,1,0,0,Welterweight,0,SUB,2
1,Dustin Jacoby,2,22,0,0,Light Heavyweight,0,KO/TKO,1
0,Justin Ledet,0,10,0,0,Light Heavyweight,0,KO/TKO,1
1,Miles Johns,1,48,0,0,Bantamweight,0,KO/TKO,3
0,Kevin Natividad,0,33,0,0,Bantamweight,0,KO/TKO,3
1,Khabib Nurmagomedov,0,26,2,1,Lightweight,1,SUB,2
0,Justin Gaethje,0,29,0,0,Lightweight,1,SUB,2
1,Robert Whittaker,1,69,0,0,Middleweight,0,U-DEC,3
0,Jared Cannonier,0,53,0,0,Middleweight,0,U-DEC,3
1,Alexander Volkov,0,45,0,0,Heavyweight,0,KO/TKO,2
0,Walt Harris,0,16,0,0,Heavyweight,0,KO/TKO,2
1,Phil Hawes,1,7,0,0,Middleweight,0,KO/TKO,1
0,Jacob Malkoun,0,0,0,0,Middleweight,0,KO/TKO,1
1,Lauren Murphy,0,22,1,1,Women's Flyweight,0,SUB,2
0,Liliya Shakirova,0,23,0,0,Women's Flyweight,0,SUB,2
1,Magomed Ankalaev,2,21,0,0,Light Heavyweight,0,KO/TKO,1
0,Ion Cutelaba,0,11,0,0,Light Heavyweight,0,KO/TKO,1
1,Tai Tuivasa,1,27,0,0,Heavyweight,0,KO/TKO,1
0,Stefan Struve,0,13,0,0,Heavyweight,0,KO/TKO,1
1,Casey Kenney,0,123,2,0,Catch Weight,0,U-DEC,3
0,Nathaniel Wood,0,136,0,0,Catch Weight,0,U-DEC,3
1,Shavkat Rakhmonov,0,13,0,1,Welterweight,0,SUB,1
0,Alex Oliveira,0,9,0,0,Welterweight,0,SUB,1
1,Da-Un Jung,1,56,0,0,Light Heavyweight,0,S-DEC,3
0,Sam Alvey,0,59,0,0,Light Heavyweight,0,S-DEC,3
1,Miranda Maverick,0,49,0,0,Women's Flyweight,0,KO/TKO,1
0,Liana Jojua,0,30,0,0,Women's Flyweight,0,KO/TKO,1
1,Joel Alvarez,0,4,0,2,Lightweight,0,SUB,1
0,Alexander Yakovlev,0,1,1,0,Lightweight,0,SUB,1
1,Brian Ortega,2,127,3,0,Featherweight,0,U-DEC,5
0,Chan Sung Jung,0,62,0,0,Featherweight,0,U-DEC,5
1,Jessica Andrade,1,28,2,0,Women's Flyweight,0,KO/TKO,1
0,Katlyn Chookagian,0,19,0,0,Women's Flyweight,0,KO/TKO,1
1,Jimmy Crute,2,17,0,0,Light Heavyweight,0,KO/TKO,1
0,Modestas Bukauskas,0,7,0,0,Light Heavyweight,0,KO/TKO,1
1,James Krause,0,94,0,0,Welterweight,0,U-DEC,3
0,Claudio Silva,0,64,2,0,Welterweight,0,U-DEC,3
1,Jonathan Martinez,0,73,0,0,Featherweight,0,U-DEC,3
0,Thomas Almeida,0,64,0,0,Featherweight,0,U-DEC,3
1,Guram Kutateladze,1,37,0,0,Lightweight,0,S-DEC,3
0,Mateusz Gamrot,0,52,5,0,Lightweight,0,S-DEC,3
1,Gillian Robertson,0,57,3,0,Women's Flyweight,0,U-DEC,3
0,Poliana Botelho,0,22,0,0,Women's Flyweight,0,U-DEC,3
1,Junyong Park,0,10,4,0,Middleweight,0,U-DEC,3
0,John Phillips,0,5,0,0,Middleweight,0,U-DEC,3
1,Fares Ziam,0,47,1,0,Lightweight,0,U-DEC,3
0,Jamie Mullarkey,0,20,5,0,Lightweight,0,U-DEC,3
1,Maxim Grishin,0,34,1,0,Light Heavyweight,0,KO/TKO,2
0,Gadzhimurad Antigulov,0,12,1,0,Light Heavyweight,0,KO/TKO,2
1,Said Nurmagomedov,0,18,0,0,Bantamweight,0,KO/TKO,1
0,Mark Striegl,0,3,0,0,Bantamweight,0,KO/TKO,1
1,Cory Sandhagen,1,38,0,0,Bantamweight,0,KO/TKO,2
0,Marlon Moraes,0,14,1,0,Bantamweight,0,KO/TKO,2
1,Edson Barboza,2,32,0,1,Featherweight,0,U-DEC,3
0,Makwan Amirkhani,0,11,3,0,Featherweight,0,U-DEC,3
1,Marcin Tybura,0,94,1,0,Heavyweight,0,U-DEC,3
0,Ben Rothwell,0,89,0,0,Heavyweight,0,U-DEC,3
1,Dricus Du Plessis,1,26,0,0,Middleweight,0,KO/TKO,1
0,Markus Perez,0,14,0,0,Middleweight,0,KO/TKO,1
1,Tom Aspinall,0,16,1,0,Heavyweight,0,KO/TKO,1
0,Alan Baudot,0,3,0,0,Heavyweight,0,KO/TKO,1
1,Ilia Topuria,0,13,5,5,Featherweight,0,U-DEC,3
0,Youssef Zalal,0,17,0,1,Featherweight,0,U-DEC,3
1,Tom Breese,1,17,0,0,Middleweight,0,KO/TKO,1
0,KB Bhullar,0,2,0,0,Middleweight,0,KO/TKO,1
1,Chris Daukaus,2,13,0,0,Heavyweight,0,KO/TKO,1
0,Rodrigo Nascimento,0,1,0,0,Heavyweight,0,KO/TKO,1
1,Joaquin Buckley,1,29,1,0,Middleweight,0,KO/TKO,2
0,Impa Kasanganay,0,28,0,0,Middleweight,0,KO/TKO,2
1,Tony Kelley,0,23,0,4,Bantamweight,0,U-DEC,3
0,Ali AlQaisi,0,29,5,1,Bantamweight,0,U-DEC,3
1,Giga Chikadze,1,65,0,0,Featherweight,0,U-DEC,3
0,Omar Morales,0,34,0,0,Featherweight,0,U-DEC,3
1,Tracy Cortez,0,20,3,0,Women's Bantamweight,0,U-DEC,3
0,Stephanie Egger,0,10,1,0,Women's Bantamweight,0,U-DEC,3
1,Tagir Ulanbekov,0,46,5,0,Flyweight,0,U-DEC,3
0,Bruno Silva,0,47,4,0,Flyweight,0,U-DEC,3
1,Holly Holm,0,154,5,0,Women's Bantamweight,0,U-DEC,5
0,Irene Aldana,0,69,0,0,Women's Bantamweight,0,U-DEC,5
1,Carlos Felipe,0,78,0,0,Heavyweight,0,U-DEC,3
0,Yorgan De Castro,0,48,0,0,Heavyweight,0,U-DEC,3
1,Germaine de Randamie,0,37,0,2,Women's Bantamweight,0,SUB,3
0,Julianna Pena,0,27,3,0,Women's Bantamweight,0,SUB,3
1,Kyler Phillips,0,32,2,0,Bantamweight,0,KO/TKO,2
0,Cameron Else,0,11,0,0,Bantamweight,0,KO/TKO,2
1,Dusko Todorovic,0,85,1,0,Middleweight,0,KO/TKO,2
0,Dequan Townsend,0,13,0,0,Middleweight,0,KO/TKO,2
1,Carlos Condit,1,88,0,0,Welterweight,0,U-DEC,3
0,Court McGee,0,84,0,0,Welterweight,0,U-DEC,3
1,Charles Jourdain,0,44,0,3,Featherweight,0,S-DEC,3
0,Josh Culibao,1,46,0,0,Featherweight,0,S-DEC,3
1,Nassourdine Imavov,0,68,1,4,Middleweight,0,U-DEC,3
0,Jordan Williams,0,30,0,0,Middleweight,0,U-DEC,3
1,Loma Lookboonmee,0,80,0,0,Women's Strawweight,0,U-DEC,3
0,Jinh Yu Frey,0,26,1,0,Women's Strawweight,0,U-DEC,3
1,Casey Kenney,0,109,0,0,Bantamweight,0,U-DEC,3
0,Heili Alateng,0,46,0,0,Bantamweight,0,U-DEC,3
1,Luigi Vendramini,1,13,0,0,Lightweight,0,KO/TKO,1
0,Jessin Ayari,0,2,0,0,Lightweight,0,KO/TKO,1
1,Israel Adesanya,1,55,0,0,Middleweight,1,KO/TKO,2
0,Paulo Costa,0,12,0,0,Middleweight,1,KO/TKO,2
1,Jan Blachowicz,1,41,0,0,Light Heavyweight,1,KO/TKO,2
0,Dominick Reyes,0,21,0,0,Light Heavyweight,1,KO/TKO,2
1,Brandon Royval,2,39,0,1,Flyweight,0,SUB,2
0,Kai Kara-France,1,22,0,0,Flyweight,0,SUB,2
1,Ketlen Vieira,0,68,2,0,Women's Bantamweight,0,U-DEC,3
0,Sijara Eubanks,0,69,0,0,Women's Bantamweight,0,U-DEC,3
1,Hakeem Dawodu,0,69,0,0,Featherweight,0,S-DEC,3
0,Zubaira Tukhugov,0,35,1,0,Featherweight,0,S-DEC,3
1,Brad Riddell,0,67,1,0,Lightweight,0,U-DEC,3
0,Alex Da Silva,0,54,3,1,Lightweight,0,U-DEC,3
1,Jake Matthews,1,72,1,0,Welterweight,0,U-DEC,3
0,Diego Sanchez,0,25,0,0,Welterweight,0,U-DEC,3
1,Ludovit Klein,1,9,0,0,Featherweight,0,KO/TKO,1
0,Shane Young,0,4,0,0,Featherweight,0,KO/TKO,1
1,William Knight,0,38,4,1,Light Heavyweight,0,U-DEC,3
0,Aleksa Camur,0,17,1,0,Light Heavyweight,0,U-DEC,3
1,Juan Espino,0,10,5,1,Heavyweight,0,SUB,1
0,Jeff Hughes,0,0,0,0,Heavyweight,0,SUB,1
1,Danilo Marques,0,16,4,0,Light Heavyweight,0,U-DEC,3
0,Khadis Ibragimov,0,19,0,1,Light Heavyweight,0,U-DEC,3
1,Colby Covington,0,78,3,0,Welterweight,0,KO/TKO,5
0,Tyron Woodley,0,34,1,0,Welterweight,0,KO/TKO,5
1,Donald Cerrone,0,113,0,0,Welterweight,0,Overturned,3
0,Niko Price,0,150,0,0,Welterweight,0,Overturned,3
1,Khamzat Chimaev,1,4,0,0,Middleweight,0,KO/TKO,1
0,Gerald Meerschaert,0,0,0,0,Middleweight,0,KO/TKO,1
1,Johnny Walker,0,26,0,0,Light Heavyweight,0,KO/TKO,1
0,Ryan Spann,2,7,2,0,Light Heavyweight,0,KO/TKO,1
1,Mackenzie Dern,0,9,0,5,Women's Strawweight,0,SUB,1
0,Randa Markos,0,3,0,0,Women's Strawweight,0,SUB,1
1,Kevin Holland,0,74,0,0,Middleweight,0,S-DEC,3
0,Darren Stewart,0,57,3,0,Middleweight,0,S-DEC,3
1,David Dvorak,0,68,0,0,Flyweight,0,U-DEC,3
0,Jordan Espinosa,0,50,0,0,Flyweight,0,U-DEC,3
1,Damon Jackson,0,12,0,7,Featherweight,0,SUB,3
0,Mirsad Bektic,0,13,7,0,Featherweight,0,SUB,3
1,Mayra Bueno Silva,0,2,0,1,Women's Flyweight,0,SUB,1
0,Mara Romero Borella,0,6,1,0,Women's Flyweight,0,SUB,1
1,Jessica-Rose Clark,0,76,1,0,Women's Bantamweight,0,KO/TKO,3
0,Sarah Alpar,0,12,2,0,Women's Bantamweight,0,KO/TKO,3
1,Darrick Minner,0,15,0,1,Featherweight,0,SUB,1
0,TJ Laramie,0,0,0,0,Featherweight,0,SUB,1
1,Randy Costa,1,4,0,0,Bantamweight,0,KO/TKO,1
0,Journey Newson,0,1,0,0,Bantamweight,0,KO/TKO,1
1,Andre Ewell,0,123,0,0,Bantamweight,0,S-DEC,3
0,Irwin Rivera,0,81,1,0,Bantamweight,0,S-DEC,3
1,Tyson Nam,1,36,0,0,Bantamweight,0,KO/TKO,2
0,Jerome Rivera,0,30,0,0,Bantamweight,0,KO/TKO,2
1,Michelle Waterson,0,128,1,0,Women's Strawweight,0,S-DEC,5
0,Angela Hill,0,131,0,0,Women's Strawweight,0,S-DEC,5
1,Ottman Azaitar,0,16,0,0,Lightweight,0,KO/TKO,1
0,Khama Worthy,0,1,0,0,Lightweight,0,KO/TKO,1
1,Roxanne Modafferi,0,60,4,0,Women's Flyweight,0,U-DEC,3
0,Andrea Lee,0,97,3,0,Women's Flyweight,0,U-DEC,3
1,Ed Herman,0,40,2,1,Light Heavyweight,0,SUB,3
0,Mike Rodriguez,2,89,0,0,Light Heavyweight,0,SUB,3
1,Bobby Green,0,61,4,0,Lightweight,0,U-DEC,3
0,Alan Patrick,0,19,1,0,Lightweight,0,U-DEC,3
1,Billy Quarantillo,1,79,2,0,Featherweight,0,KO/TKO,3
0,Kyle Nelson,0,56,0,0,Featherweight,0,KO/TKO,3
1,Sijara Eubanks,0,53,3,3,Women's Bantamweight,0,U-DEC,3
0,Julia Avila,0,34,1,0,Women's Bantamweight,0,U-DEC,3
1,Roosevelt Roberts,0,2,0,0,Lightweight,0,Overturned,1
0,Kevin Croom,1,5,0,1,Lightweight,0,Overturned,1
1,Alexandr Romanov,0,55,4,2,Heavyweight,0,SUB,2
0,Roque Martinez,0,7,0,0,Heavyweight,0,SUB,2
1,Jalin Turner,2,66,1,1,Catch Weight,0,SUB,2
0,Brok Weaver,0,56,1,0,Catch Weight,0,SUB,2
1,Bryan Barberena,0,63,0,2,Welterweight,0,U-DEC,3
0,Anthony Ivy,0,36,5,0,Welterweight,0,U-DEC,3
1,Sabina Mazo,1,131,0,1,Women's Flyweight,0,SUB,3
0,Justine Kish,0,93,1,0,Women's Flyweight,0,SUB,3
1,Alistair Overeem,0,92,3,0,Heavyweight,0,KO/TKO,5
0,Augusto Sakai,0,99,0,0,Heavyweight,0,KO/TKO,5
1,Ovince Saint Preux,1,33,0,0,Light Heavyweight,0,KO/TKO,2
0,Alonzo Menifield,0,19,0,0,Light Heavyweight,0,KO/TKO,2
1,Michel Pereira,0,88,1,1,Welterweight,0,SUB,3
0,Zelim Imadaev,0,23,0,0,Welterweight,0,SUB,3
1,Andre Muniz,0,4,0,2,Middleweight,0,SUB,1
0,Bartosz Fabinski,0,5,1,0,Middleweight,0,SUB,1
1,Brian Kelleher,0,1,0,1,Featherweight,0,SUB,1
0,Ray Rodriguez,0,1,1,0,Featherweight,0,SUB,1
1,Viviane Araujo,0,82,0,0,Women's Flyweight,0,U-DEC,3
0,Montana De La Rosa,0,85,1,0,Women's Flyweight,0,U-DEC,3
1,Hunter Azure,1,42,5,0,Bantamweight,0,U-DEC,3
0,Cole Smith,0,31,2,3,Bantamweight,0,U-DEC,3
1,Aleksandar Rakic,1,44,0,0,Light Heavyweight,0,U-DEC,3
0,Anthony Smith,0,9,0,0,Light Heavyweight,0,U-DEC,3
1,Neil Magny,0,62,4,0,Welterweight,0,U-DEC,3
0,Robbie Lawler,0,26,0,0,Welterweight,0,U-DEC,3
1,Alexa Grasso,0,88,1,0,Women's Flyweight,0,U-DEC,3
0,Ji Yeon Kim,0,68,0,0,Women's Flyweight,0,U-DEC,3
1,Ricardo Lamas,0,104,5,0,Featherweight,0,U-DEC,3
0,Bill Algeo,0,89,1,0,Featherweight,0,U-DEC,3
1,Impa Kasanganay,0,85,0,0,Middleweight,0,U-DEC,3
0,Maki Pitolo,0,71,0,0,Middleweight,0,U-DEC,3
1,Zak Cummings,1,54,0,0,Middleweight,0,U-DEC,3
0,Alessio Di Chirico,0,53,0,0,Middleweight,0,U-DEC,3
1,Alex Caceres,0,18,0,1,Featherweight,0,SUB,1
0,Austin Springer,0,14,0,0,Featherweight,0,SUB,1
1,Sean Brady,0,34,2,2,Welterweight,0,SUB,2
0,Christian Aguilera,0,16,0,0,Welterweight,0,SUB,2
1,Polyana Viana,0,9,0,1,Women's Strawweight,0,SUB,1
0,Emily Whitmire,0,2,0,0,Women's Strawweight,0,SUB,1
1,Mallory Martin,0,22,1,1,Women's Strawweight,0,SUB,2
0,Hannah Cifers,1,49,0,0,Women's Strawweight,0,SUB,2
1,Frankie Edgar,0,135,2,0,Bantamweight,0,S-DEC,5
0,Pedro Munhoz,0,166,0,0,Bantamweight,0,S-DEC,5
1,Mike Rodriguez,1,21,0,0,Light Heavyweight,0,KO/TKO,1
0,Marcin Prachnio,0,14,0,0,Light Heavyweight,0,KO/TKO,1
1,Joe Solecki,0,13,0,1,Lightweight,0,SUB,1
0,Austin Hubbard,0,9,0,0,Lightweight,0,SUB,1
1,Shana Dobson,0,24,2,0,Women's Flyweight,0,KO/TKO,2
0,Mariya Agapova,0,22,2,0,Women's Flyweight,0,KO/TKO,2
1,Daniel Rodriguez,3,15,0,0,Welterweight,0,KO/TKO,1
0,Dwight Grant,1,30,0,0,Welterweight,0,KO/TKO,1
1,Amanda Lemos,1,83,2,0,Women's Strawweight,0,U-DEC,3
0,Inoue Mizuki,0,57,0,0,Women's Strawweight,0,U-DEC,3
1,Jordan Wright,1,15,0,0,Light Heavyweight,0,KO/TKO,1
0,Ike Villanueva,0,7,0,0,Light Heavyweight,0,KO/TKO,1
1,Matthew Semelsberger,1,118,2,1,Welterweight,0,U-DEC,3
0,Carlton Minus,0,77,0,0,Welterweight,0,U-DEC,3
1,Timur Valiev,1,66,0,0,Catch Weight,0,Overturned,2
0,Trevin Jones,1,26,1,0,Catch Weight,0,Overturned,2
1,Stipe Miocic,1,115,0,0,Heavyweight,1,U-DEC,5
0,Daniel Cormier,0,105,1,0,Heavyweight,1,U-DEC,5
1,Marlon Vera,0,18,0,0,Bantamweight,0,KO/TKO,1
0,Sean O'Malley,0,10,0,0,Bantamweight,0,KO/TKO,1
1,Jairzinho Rozenstruik,1,42,0,0,Heavyweight,0,KO/TKO,2
0,Junior Dos Santos,0,24,0,0,Heavyweight,0,KO/TKO,2
1,Daniel Pineda,0,57,1,0,Featherweight,0,KO/TKO,2
0,Herbert Burns,0,10,3,0,Featherweight,0,KO/TKO,2
1,Merab Dvalishvili,0,50,2,0,Bantamweight,0,U-DEC,3
0,John Dodson,0,27,0,0,Bantamweight,0,U-DEC,3
1,Vinc Pichel,0,41,3,0,Lightweight,0,U-DEC,3
0,Jim Miller,0,14,2,2,Lightweight,0,U-DEC,3
1,Virna Jandiroba,0,4,1,2,Women's Strawweight,0,SUB,1
0,Felice Herrig,0,1,0,0,Women's Strawweight,0,SUB,1
1,Danny Chavez,0,49,4,0,Featherweight,0,U-DEC,3
0,TJ Brown,0,43,0,0,Featherweight,0,U-DEC,3
1,Livinha Souza,0,46,1,0,Women's Strawweight,0,U-DEC,3
0,Ashley Yoder,0,32,0,0,Women's Strawweight,0,U-DEC,3
